[25.07.2020 11:32:31, поток 0] Парсим куки...
[25.07.2020 14:40:18, поток 0] Спарсили часть...
[25.07.2020 14:40:20, поток 0] Спарсили часть...
[25.07.2020 14:40:21, поток 0] Спарсили часть...
[25.07.2020 14:40:22, поток 0] Спарсили часть...
[25.07.2020 14:40:24, поток 0] Спарсили часть...
[25.07.2020 14:40:25, поток 0] Спарсили часть...
[25.07.2020 14:40:26, поток 0] Спарсили часть...
[25.07.2020 14:40:28, поток 0] Спарсили часть...
[25.07.2020 14:40:29, поток 0] Спарсили часть...
[25.07.2020 14:40:30, поток 0] Спарсили часть...
[25.07.2020 14:40:32, поток 0] Спарсили часть...
[25.07.2020 14:40:33, поток 0] Спарсили часть...
[25.07.2020 14:40:35, поток 0] Спарсили часть...
[25.07.2020 14:40:36, поток 0] Спарсили часть...
[25.07.2020 14:40:38, поток 0] Спарсили часть...
[25.07.2020 14:40:40, поток 0] Спарсили часть...
[25.07.2020 14:40:41, поток 0] Спарсили часть...
[25.07.2020 14:40:42, поток 0] Спарсили часть...
[25.07.2020 14:40:44, поток 0] Спарсили часть...
[25.07.2020 14:40:45, поток 0] Спарсили часть...
[25.07.2020 14:40:47, поток 0] Спарсили часть...
[25.07.2020 14:40:49, поток 0] Спарсили часть...
[25.07.2020 14:40:50, поток 0] Спарсили часть...
[25.07.2020 14:40:51, поток 0] Спарсили часть...
[25.07.2020 14:40:53, поток 0] Спарсили часть...
[25.07.2020 14:40:54, поток 0] Спарсили часть...
[25.07.2020 14:40:55, поток 0] Спарсили часть...
[25.07.2020 14:40:59, поток 0] Спарсили часть...
[25.07.2020 14:41:02, поток 0] Спарсили часть...
[25.07.2020 14:41:03, поток 0] Спарсили часть...
[25.07.2020 14:41:04, поток 0] Спарсили часть...
[25.07.2020 14:41:09, поток 0] Спарсили часть...
[25.07.2020 14:41:11, поток 0] Спарсили часть...
[25.07.2020 14:41:12, поток 0] Спарсили часть...
[25.07.2020 14:41:14, поток 0] Спарсили часть...
[25.07.2020 14:41:15, поток 0] Спарсили часть...
[25.07.2020 14:41:16, поток 0] Спарсили часть...
[25.07.2020 14:41:18, поток 0] Спарсили часть...
[25.07.2020 14:41:20, поток 0] Спарсили часть...
[25.07.2020 14:41:21, поток 0] Спарсили часть...
[25.07.2020 14:41:23, поток 0] Спарсили часть...
[25.07.2020 14:41:25, поток 0] Спарсили часть...
[25.07.2020 14:41:26, поток 0] Спарсили часть...
[25.07.2020 14:41:27, поток 0] Спарсили часть...
[25.07.2020 14:41:29, поток 0] Спарсили часть...
[25.07.2020 14:41:31, поток 0] Спарсили часть...
[25.07.2020 14:41:32, поток 0] Спарсили часть...
[25.07.2020 14:41:34, поток 0] Спарсили часть...
[25.07.2020 14:41:35, поток 0] Спарсили часть...
[25.07.2020 14:41:37, поток 0] Спарсили часть...
[25.07.2020 14:41:38, поток 0] Спарсили часть...
[25.07.2020 14:41:40, поток 0] Спарсили часть...
[25.07.2020 14:41:41, поток 0] Спарсили часть...
[25.07.2020 14:41:42, поток 0] Спарсили часть...
[25.07.2020 14:41:44, поток 0] Спарсили часть...
[25.07.2020 14:41:45, поток 0] Спарсили часть...
[25.07.2020 14:41:47, поток 0] Спарсили часть...
[25.07.2020 14:41:48, поток 0] Спарсили часть...
[25.07.2020 14:41:50, поток 0] Спарсили часть...
[25.07.2020 14:41:53, поток 0] Спарсили часть...
[25.07.2020 14:41:55, поток 0] Спарсили часть...
[25.07.2020 14:41:57, поток 0] Спарсили часть...
[25.07.2020 14:42:05, поток 0] Спарсили часть...
[25.07.2020 14:42:11, поток 0] Спарсили часть...
[25.07.2020 14:42:13, поток 0] Спарсили часть...
[25.07.2020 14:42:16, поток 0] Спарсили часть...
[25.07.2020 14:42:20, поток 0] Спарсили часть...
[25.07.2020 14:42:31, поток 0] Спарсили часть...
[25.07.2020 14:42:42, поток 0] Спарсили часть...
[25.07.2020 14:42:47, поток 0] Спарсили часть...
[25.07.2020 14:42:50, поток 0] Спарсили часть...
[25.07.2020 14:42:51, поток 0] Спарсили часть...
[25.07.2020 14:42:53, поток 0] Спарсили часть...
[25.07.2020 14:42:57, поток 0] Спарсили часть...
[25.07.2020 14:42:59, поток 0] Спарсили часть...
[25.07.2020 14:43:02, поток 0] Спарсили часть...
[25.07.2020 14:43:06, поток 0] Спарсили часть...
[25.07.2020 14:43:08, поток 0] Спарсили часть...
[25.07.2020 14:43:11, поток 0] Спарсили часть...
[25.07.2020 14:43:14, поток 0] Спарсили часть...
[25.07.2020 14:43:17, поток 0] Спарсили часть...
[25.07.2020 14:43:19, поток 0] Спарсили часть...
[25.07.2020 14:43:21, поток 0] Спарсили часть...
[25.07.2020 14:43:23, поток 0] Спарсили часть...
[25.07.2020 14:43:24, поток 0] Спарсили часть...
[25.07.2020 14:43:26, поток 0] Спарсили часть...
[25.07.2020 14:43:28, поток 0] Спарсили часть...
[25.07.2020 14:43:31, поток 0] Спарсили часть...
[25.07.2020 14:43:33, поток 0] Спарсили часть...
[25.07.2020 14:43:35, поток 0] Спарсили часть...
[25.07.2020 14:43:38, поток 0] Спарсили часть...
[25.07.2020 14:43:41, поток 0] Спарсили часть...
[25.07.2020 14:43:43, поток 0] Спарсили часть...
[25.07.2020 14:43:45, поток 0] Спарсили часть...
[25.07.2020 14:43:47, поток 0] Спарсили часть...
[25.07.2020 14:43:49, поток 0] Спарсили часть...
[25.07.2020 14:43:52, поток 0] Спарсили часть...
[25.07.2020 14:43:56, поток 0] Спарсили часть...
[25.07.2020 14:43:58, поток 0] Спарсили часть...
[25.07.2020 14:44:00, поток 0] Спарсили часть...
[25.07.2020 14:44:02, поток 0] Спарсили часть...
[25.07.2020 14:44:05, поток 0] Спарсили часть...
[25.07.2020 14:44:07, поток 0] Спарсили часть...
[25.07.2020 14:44:10, поток 0] Спарсили часть...
[25.07.2020 14:44:12, поток 0] Спарсили часть...
[25.07.2020 14:44:14, поток 0] Спарсили часть...
[25.07.2020 14:44:16, поток 0] Спарсили часть...
[25.07.2020 14:44:18, поток 0] Спарсили часть...
[25.07.2020 14:44:20, поток 0] Спарсили часть...
[25.07.2020 14:44:22, поток 0] Спарсили часть...
[25.07.2020 14:44:24, поток 0] Спарсили часть...
[25.07.2020 14:44:26, поток 0] Спарсили часть...
[25.07.2020 14:44:28, поток 0] Спарсили часть...
[25.07.2020 14:44:30, поток 0] Достигли лимита, меняем аккаунт
[25.07.2020 14:44:30, поток 0] (Ошибка) Текст ошибки: System.NullReferenceException: Ссылка на объект не указывает на экземпляр объекта.
   в InstaDirectMessage_ButDev.InstagramFollowersParser.GetData(String cookie) в D:\MaXiMAA\MaXiMAAOld\C#Готово\KWORK\InstaDirectMessage_ButDev\InstaDirectMessage_ButDev\InstagramFollowersParser.cs:строка 403
[25.07.2020 14:44:30, поток 0] Спарсили часть...
[25.07.2020 14:44:30, поток 0] [DEBUG] Сменили прокси.
[25.07.2020 14:44:30, поток 0] [DEBUG] Сменили аккаунт.
[25.07.2020 14:44:30, поток 0] Что-то не так, пытаемся спарсить снова.
[25.07.2020 14:44:35, поток 0] [DEBUG] Сменили прокси.
[25.07.2020 14:44:35, поток 0] [DEBUG] Сменили аккаунт.
[25.07.2020 14:44:35, поток 0] Что-то не так, пытаемся спарсить снова.
[25.07.2020 14:44:40, поток 0] [DEBUG] Сменили прокси.
[25.07.2020 14:44:40, поток 0] [DEBUG] Сменили аккаунт.
[25.07.2020 14:44:40, поток 0] Что-то не так, пытаемся спарсить снова.
[25.07.2020 14:44:45, поток 0] [DEBUG] Сменили прокси.
[25.07.2020 14:44:45, поток 0] [DEBUG] Сменили аккаунт.
[25.07.2020 14:44:45, поток 0] Что-то не так, пытаемся спарсить снова.
[25.07.2020 14:44:50, поток 0] [DEBUG] Сменили прокси.
[25.07.2020 14:44:50, поток 0] [DEBUG] Сменили аккаунт.
[25.07.2020 14:44:50, поток 0] Что-то не так, пытаемся спарсить снова.
[25.07.2020 14:44:55, поток 0] [DEBUG] Сменили прокси.
[25.07.2020 14:44:55, поток 0] [DEBUG] Сменили аккаунт.
[25.07.2020 14:44:55, поток 0] Что-то не так, пытаемся спарсить снова.
[25.07.2020 14:45:01, поток 0] [DEBUG] Сменили прокси.
[25.07.2020 14:45:01, поток 0] [DEBUG] Сменили аккаунт.
[25.07.2020 14:45:01, поток 0] Что-то не так, пытаемся спарсить снова.
[25.07.2020 14:45:06, поток 0] [DEBUG] Сменили прокси.
[25.07.2020 14:45:06, поток 0] [DEBUG] Сменили аккаунт.
[25.07.2020 14:45:06, поток 0] Что-то не так, пытаемся спарсить снова.
[25.07.2020 14:45:11, поток 0] [DEBUG] Сменили прокси.
[25.07.2020 14:45:11, поток 0] [DEBUG] Сменили аккаунт.
[25.07.2020 14:45:11, поток 0] Что-то не так, пытаемся спарсить снова.
[25.07.2020 14:45:16, поток 0] [DEBUG] Сменили прокси.
[25.07.2020 14:45:16, поток 0] [DEBUG] Сменили аккаунт.
[25.07.2020 14:45:16, поток 0] Что-то не так, пытаемся спарсить снова.
[25.07.2020 14:48:37, поток 0] Парсим куки...
[25.07.2020 14:48:39, поток 0] Спарсили куки
[25.07.2020 14:48:39, поток 0] Получили куки...
[25.07.2020 14:48:39, поток 0] Начинаем парсинг...
[25.07.2020 14:48:43, поток 0] Спарсили часть...
[25.07.2020 14:48:44, поток 0] Спарсили часть...
[25.07.2020 14:48:46, поток 0] Спарсили часть...
[25.07.2020 14:48:47, поток 0] Спарсили часть...
[25.07.2020 14:48:48, поток 0] Достигли лимита, меняем аккаунт
[25.07.2020 14:48:48, поток 0] (Ошибка) Текст ошибки: System.NullReferenceException: Ссылка на объект не указывает на экземпляр объекта.
   в InstaDirectMessage_ButDev.InstagramFollowersParser.GetData(String cookie) в D:\MaXiMAA\MaXiMAAOld\C#Готово\KWORK\InstaDirectMessage_ButDev\InstaDirectMessage_ButDev\InstagramFollowersParser.cs:строка 403
[25.07.2020 14:48:48, поток 0] Спарсили часть...
[25.07.2020 14:48:48, поток 0] [DEBUG] Сменили прокси.
[25.07.2020 14:48:48, поток 0] [DEBUG] Сменили аккаунт.
[25.07.2020 14:48:48, поток 0] Что-то не так, пытаемся спарсить снова.
[25.07.2020 14:48:53, поток 0] [DEBUG] Сменили прокси.
[25.07.2020 14:48:53, поток 0] [DEBUG] Сменили аккаунт.
[25.07.2020 14:48:53, поток 0] Что-то не так, пытаемся спарсить снова.
[25.07.2020 14:48:58, поток 0] [DEBUG] Сменили прокси.
[25.07.2020 14:48:58, поток 0] [DEBUG] Сменили аккаунт.
[25.07.2020 14:48:58, поток 0] Что-то не так, пытаемся спарсить снова.
[25.07.2020 14:49:03, поток 0] [DEBUG] Сменили прокси.
[25.07.2020 14:49:03, поток 0] [DEBUG] Сменили аккаунт.
[25.07.2020 14:49:03, поток 0] Что-то не так, пытаемся спарсить снова.
[25.07.2020 14:49:08, поток 0] [DEBUG] Сменили прокси.
[25.07.2020 14:49:08, поток 0] [DEBUG] Сменили аккаунт.
[25.07.2020 14:49:08, поток 0] Что-то не так, пытаемся спарсить снова.
[25.07.2020 14:49:13, поток 0] [DEBUG] Сменили прокси.
[25.07.2020 14:49:13, поток 0] [DEBUG] Сменили аккаунт.
[25.07.2020 14:49:13, поток 0] Что-то не так, пытаемся спарсить снова.
[25.07.2020 14:49:18, поток 0] [DEBUG] Сменили прокси.
[25.07.2020 14:49:18, поток 0] [DEBUG] Сменили аккаунт.
[25.07.2020 14:49:18, поток 0] Что-то не так, пытаемся спарсить снова.
[25.07.2020 14:49:23, поток 0] [DEBUG] Сменили прокси.
[25.07.2020 14:49:23, поток 0] [DEBUG] Сменили аккаунт.
[25.07.2020 14:49:23, поток 0] Что-то не так, пытаемся спарсить снова.
[25.07.2020 14:49:28, поток 0] [DEBUG] Сменили прокси.
[25.07.2020 14:49:28, поток 0] [DEBUG] Сменили аккаунт.
[25.07.2020 14:49:28, поток 0] Что-то не так, пытаемся спарсить снова.
[25.07.2020 14:49:33, поток 0] [DEBUG] Сменили прокси.
[25.07.2020 14:49:33, поток 0] [DEBUG] Сменили аккаунт.
[25.07.2020 14:49:33, поток 0] Что-то не так, пытаемся спарсить снова.
[25.07.2020 14:49:39, поток 0] Парсим куки...
[25.07.2020 14:49:41, поток 0] Спарсили куки
[25.07.2020 14:49:41, поток 0] Получили куки...
[25.07.2020 14:49:41, поток 0] Начинаем парсинг...
[25.07.2020 14:49:45, поток 0] Спарсили часть...
[25.07.2020 14:49:46, поток 0] Спарсили часть...
[25.07.2020 14:49:48, поток 0] Спарсили часть...
[25.07.2020 14:49:49, поток 0] Спарсили часть...
[25.07.2020 14:49:50, поток 0] Спарсили часть...
[25.07.2020 14:49:52, поток 0] Спарсили часть...
[25.07.2020 14:49:53, поток 0] Спарсили часть...
[25.07.2020 14:49:55, поток 0] Спарсили часть...
[25.07.2020 14:49:56, поток 0] Спарсили часть...
[25.07.2020 14:49:58, поток 0] Спарсили часть...
[25.07.2020 14:49:59, поток 0] Спарсили часть...
[25.07.2020 14:50:01, поток 0] Спарсили часть...
[25.07.2020 14:50:02, поток 0] Спарсили часть...
[25.07.2020 14:50:03, поток 0] Спарсили часть...
[25.07.2020 14:50:05, поток 0] Спарсили часть...
[25.07.2020 14:50:06, поток 0] Спарсили часть...
[25.07.2020 14:50:08, поток 0] Спарсили часть...
[25.07.2020 14:50:09, поток 0] Спарсили часть...
[25.07.2020 14:50:10, поток 0] Спарсили часть...
[25.07.2020 14:50:12, поток 0] Спарсили часть...
[25.07.2020 14:50:13, поток 0] Спарсили часть...
[25.07.2020 14:50:14, поток 0] Спарсили часть...
[25.07.2020 14:50:16, поток 0] Спарсили часть...
[25.07.2020 14:50:17, поток 0] Спарсили часть...
[25.07.2020 14:50:18, поток 0] Спарсили часть...
[25.07.2020 14:50:20, поток 0] Спарсили часть...
[25.07.2020 14:50:21, поток 0] Спарсили часть...
[25.07.2020 14:50:22, поток 0] Спарсили часть...
[25.07.2020 14:50:24, поток 0] Спарсили часть...
[25.07.2020 14:50:25, поток 0] Спарсили часть...
[25.07.2020 14:50:27, поток 0] Спарсили часть...
[25.07.2020 14:50:28, поток 0] Спарсили часть...
[25.07.2020 14:50:29, поток 0] Спарсили часть...
[25.07.2020 14:50:31, поток 0] Спарсили часть...
[25.07.2020 14:50:32, поток 0] Спарсили часть...
[25.07.2020 14:50:34, поток 0] Спарсили часть...
[25.07.2020 14:50:35, поток 0] Спарсили часть...
[25.07.2020 14:50:36, поток 0] Спарсили часть...
[25.07.2020 14:50:38, поток 0] Спарсили часть...
[25.07.2020 14:50:41, поток 0] Спарсили часть...
[25.07.2020 14:50:42, поток 0] Спарсили часть...
[25.07.2020 14:51:04, поток 0] (Ошибка) Текст ошибки: System.NullReferenceException: Ссылка на объект не указывает на экземпляр объекта.
   в InstaDirectMessage_ButDev.InstagramFollowersParser.GetData(String cookie) в D:\MaXiMAA\MaXiMAAOld\C#Готово\KWORK\InstaDirectMessage_ButDev\InstaDirectMessage_ButDev\InstagramFollowersParser.cs:строка 403
[25.07.2020 14:51:04, поток 0] Спарсили часть...
[25.07.2020 14:51:04, поток 0] [DEBUG] Сменили прокси.
[25.07.2020 14:51:04, поток 0] [DEBUG] Сменили аккаунт.
[25.07.2020 14:51:04, поток 0] Что-то не так, пытаемся спарсить снова.
[25.07.2020 14:51:09, поток 0] [DEBUG] Сменили прокси.
[25.07.2020 14:51:09, поток 0] [DEBUG] Сменили аккаунт.
[25.07.2020 14:51:09, поток 0] Что-то не так, пытаемся спарсить снова.
[25.07.2020 14:51:14, поток 0] [DEBUG] Сменили прокси.
[25.07.2020 14:51:14, поток 0] [DEBUG] Сменили аккаунт.
[25.07.2020 14:51:14, поток 0] Что-то не так, пытаемся спарсить снова.
[25.07.2020 14:51:19, поток 0] [DEBUG] Сменили прокси.
[25.07.2020 14:51:19, поток 0] [DEBUG] Сменили аккаунт.
[25.07.2020 14:51:19, поток 0] Что-то не так, пытаемся спарсить снова.
[25.07.2020 14:51:24, поток 0] [DEBUG] Сменили прокси.
[25.07.2020 14:51:24, поток 0] [DEBUG] Сменили аккаунт.
[25.07.2020 14:51:24, поток 0] Что-то не так, пытаемся спарсить снова.
[25.07.2020 14:51:29, поток 0] [DEBUG] Сменили прокси.
[25.07.2020 14:51:29, поток 0] [DEBUG] Сменили аккаунт.
[25.07.2020 14:51:29, поток 0] Что-то не так, пытаемся спарсить снова.
[25.07.2020 14:51:34, поток 0] [DEBUG] Сменили прокси.
[25.07.2020 14:51:34, поток 0] [DEBUG] Сменили аккаунт.
[25.07.2020 14:51:34, поток 0] Что-то не так, пытаемся спарсить снова.
[25.07.2020 14:51:39, поток 0] [DEBUG] Сменили прокси.
[25.07.2020 14:51:39, поток 0] [DEBUG] Сменили аккаунт.
[25.07.2020 14:51:39, поток 0] Что-то не так, пытаемся спарсить снова.
[25.07.2020 14:51:44, поток 0] [DEBUG] Сменили прокси.
[25.07.2020 14:51:44, поток 0] [DEBUG] Сменили аккаунт.
[25.07.2020 14:51:44, поток 0] Что-то не так, пытаемся спарсить снова.
[25.07.2020 14:51:49, поток 0] [DEBUG] Сменили прокси.
[25.07.2020 14:51:49, поток 0] [DEBUG] Сменили аккаунт.
[25.07.2020 14:51:49, поток 0] Что-то не так, пытаемся спарсить снова.
[25.07.2020 14:51:55, поток 0] Парсим куки...
[25.07.2020 14:52:05, поток 0] (Ошибка) Текст ошибки: xNet.HttpException: Не удалось установить SSL-соединение с HTTP-сервером 'www.instagram.com'. ---> System.IO.IOException: Аутентификация не пройдена из-за закрытия транспортного потока удаленной стороной.
   в System.Net.Security.SslState.StartReadFrame(Byte[] buffer, Int32 readBytes, AsyncProtocolRequest asyncRequest)
   в System.Net.Security.SslState.StartReceiveBlob(Byte[] buffer, AsyncProtocolRequest asyncRequest)
   в System.Net.Security.SslState.CheckCompletionBeforeNextReceive(ProtocolToken message, AsyncProtocolRequest asyncRequest)
   в System.Net.Security.SslState.StartSendBlob(Byte[] incoming, Int32 count, AsyncProtocolRequest asyncRequest)
   в System.Net.Security.SslState.ForceAuthentication(Boolean receiveFirst, Byte[] buffer, AsyncProtocolRequest asyncRequest)
   в System.Net.Security.SslState.ProcessAuthentication(LazyAsyncResult lazyResult)
   в System.Net.Security.SslStream.AuthenticateAsClient(String targetHost, X509CertificateCollection clientCertificates, SslProtocols enabledSslProtocols, Boolean checkCertificateRevocation)
   в System.Net.Security.SslStream.AuthenticateAsClient(String targetHost)
   в xNet.HttpRequest.CreateConnection(Uri address)
   --- Конец трассировки внутреннего стека исключений ---
   в xNet.HttpRequest.CreateConnection(Uri address)
   в xNet.HttpRequest.TryCreateConnectionOrUseExisting(Uri address, Uri previousAddress)
   в xNet.HttpRequest.Request(HttpMethod method, Uri address, HttpContent content)
   в xNet.HttpRequest.Raw(HttpMethod method, Uri address, HttpContent content)
   в xNet.HttpRequest.Raw(HttpMethod method, String address, HttpContent content)
   в InstaDirectMessage_ButDev.InstagramFollowersParser.GetCookie() в D:\MaXiMAA\MaXiMAAOld\C#Готово\KWORK\InstaDirectMessage_ButDev\InstaDirectMessage_ButDev\InstagramFollowersParser.cs:строка 200
[25.07.2020 14:52:05, поток 0] [DEBUG] Сменили прокси.
[25.07.2020 14:52:05, поток 0] [DEBUG] Сменили аккаунт.
[25.07.2020 14:52:05, поток 0] Парсим куки...
[25.07.2020 14:52:15, поток 0] (Ошибка) Текст ошибки: xNet.HttpException: Не удалось установить SSL-соединение с HTTP-сервером 'www.instagram.com'. ---> System.IO.IOException: Аутентификация не пройдена из-за закрытия транспортного потока удаленной стороной.
   в System.Net.Security.SslState.StartReadFrame(Byte[] buffer, Int32 readBytes, AsyncProtocolRequest asyncRequest)
   в System.Net.Security.SslState.StartReceiveBlob(Byte[] buffer, AsyncProtocolRequest asyncRequest)
   в System.Net.Security.SslState.CheckCompletionBeforeNextReceive(ProtocolToken message, AsyncProtocolRequest asyncRequest)
   в System.Net.Security.SslState.StartSendBlob(Byte[] incoming, Int32 count, AsyncProtocolRequest asyncRequest)
   в System.Net.Security.SslState.ForceAuthentication(Boolean receiveFirst, Byte[] buffer, AsyncProtocolRequest asyncRequest)
   в System.Net.Security.SslState.ProcessAuthentication(LazyAsyncResult lazyResult)
   в System.Net.Security.SslStream.AuthenticateAsClient(String targetHost, X509CertificateCollection clientCertificates, SslProtocols enabledSslProtocols, Boolean checkCertificateRevocation)
   в System.Net.Security.SslStream.AuthenticateAsClient(String targetHost)
   в xNet.HttpRequest.CreateConnection(Uri address)
   --- Конец трассировки внутреннего стека исключений ---
   в xNet.HttpRequest.CreateConnection(Uri address)
   в xNet.HttpRequest.TryCreateConnectionOrUseExisting(Uri address, Uri previousAddress)
   в xNet.HttpRequest.Request(HttpMethod method, Uri address, HttpContent content)
   в xNet.HttpRequest.Raw(HttpMethod method, Uri address, HttpContent content)
   в xNet.HttpRequest.Raw(HttpMethod method, String address, HttpContent content)
   в InstaDirectMessage_ButDev.InstagramFollowersParser.GetCookie() в D:\MaXiMAA\MaXiMAAOld\C#Готово\KWORK\InstaDirectMessage_ButDev\InstaDirectMessage_ButDev\InstagramFollowersParser.cs:строка 200
[25.07.2020 14:52:15, поток 0] [DEBUG] Сменили прокси.
[25.07.2020 14:52:15, поток 0] [DEBUG] Сменили аккаунт.
[25.07.2020 14:52:15, поток 0] Парсим куки...
[25.07.2020 14:52:25, поток 0] (Ошибка) Текст ошибки: xNet.HttpException: Не удалось установить SSL-соединение с HTTP-сервером 'www.instagram.com'. ---> System.IO.IOException: Аутентификация не пройдена из-за закрытия транспортного потока удаленной стороной.
   в System.Net.Security.SslState.StartReadFrame(Byte[] buffer, Int32 readBytes, AsyncProtocolRequest asyncRequest)
   в System.Net.Security.SslState.StartReceiveBlob(Byte[] buffer, AsyncProtocolRequest asyncRequest)
   в System.Net.Security.SslState.CheckCompletionBeforeNextReceive(ProtocolToken message, AsyncProtocolRequest asyncRequest)
   в System.Net.Security.SslState.StartSendBlob(Byte[] incoming, Int32 count, AsyncProtocolRequest asyncRequest)
   в System.Net.Security.SslState.ForceAuthentication(Boolean receiveFirst, Byte[] buffer, AsyncProtocolRequest asyncRequest)
   в System.Net.Security.SslState.ProcessAuthentication(LazyAsyncResult lazyResult)
   в System.Net.Security.SslStream.AuthenticateAsClient(String targetHost, X509CertificateCollection clientCertificates, SslProtocols enabledSslProtocols, Boolean checkCertificateRevocation)
   в System.Net.Security.SslStream.AuthenticateAsClient(String targetHost)
   в xNet.HttpRequest.CreateConnection(Uri address)
   --- Конец трассировки внутреннего стека исключений ---
   в xNet.HttpRequest.CreateConnection(Uri address)
   в xNet.HttpRequest.TryCreateConnectionOrUseExisting(Uri address, Uri previousAddress)
   в xNet.HttpRequest.Request(HttpMethod method, Uri address, HttpContent content)
   в xNet.HttpRequest.Raw(HttpMethod method, Uri address, HttpContent content)
   в xNet.HttpRequest.Raw(HttpMethod method, String address, HttpContent content)
   в InstaDirectMessage_ButDev.InstagramFollowersParser.GetCookie() в D:\MaXiMAA\MaXiMAAOld\C#Готово\KWORK\InstaDirectMessage_ButDev\InstaDirectMessage_ButDev\InstagramFollowersParser.cs:строка 200
[25.07.2020 14:52:25, поток 0] [DEBUG] Сменили прокси.
[25.07.2020 14:52:25, поток 0] [DEBUG] Сменили аккаунт.
[25.07.2020 14:52:25, поток 0] Парсим куки...
[25.07.2020 14:52:35, поток 0] (Ошибка) Текст ошибки: xNet.HttpException: Не удалось установить SSL-соединение с HTTP-сервером 'www.instagram.com'. ---> System.IO.IOException: Аутентификация не пройдена из-за закрытия транспортного потока удаленной стороной.
   в System.Net.Security.SslState.StartReadFrame(Byte[] buffer, Int32 readBytes, AsyncProtocolRequest asyncRequest)
   в System.Net.Security.SslState.StartReceiveBlob(Byte[] buffer, AsyncProtocolRequest asyncRequest)
   в System.Net.Security.SslState.CheckCompletionBeforeNextReceive(ProtocolToken message, AsyncProtocolRequest asyncRequest)
   в System.Net.Security.SslState.StartSendBlob(Byte[] incoming, Int32 count, AsyncProtocolRequest asyncRequest)
   в System.Net.Security.SslState.ForceAuthentication(Boolean receiveFirst, Byte[] buffer, AsyncProtocolRequest asyncRequest)
   в System.Net.Security.SslState.ProcessAuthentication(LazyAsyncResult lazyResult)
   в System.Net.Security.SslStream.AuthenticateAsClient(String targetHost, X509CertificateCollection clientCertificates, SslProtocols enabledSslProtocols, Boolean checkCertificateRevocation)
   в System.Net.Security.SslStream.AuthenticateAsClient(String targetHost)
   в xNet.HttpRequest.CreateConnection(Uri address)
   --- Конец трассировки внутреннего стека исключений ---
   в xNet.HttpRequest.CreateConnection(Uri address)
   в xNet.HttpRequest.TryCreateConnectionOrUseExisting(Uri address, Uri previousAddress)
   в xNet.HttpRequest.Request(HttpMethod method, Uri address, HttpContent content)
   в xNet.HttpRequest.Raw(HttpMethod method, Uri address, HttpContent content)
   в xNet.HttpRequest.Raw(HttpMethod method, String address, HttpContent content)
   в InstaDirectMessage_ButDev.InstagramFollowersParser.GetCookie() в D:\MaXiMAA\MaXiMAAOld\C#Готово\KWORK\InstaDirectMessage_ButDev\InstaDirectMessage_ButDev\InstagramFollowersParser.cs:строка 200
[25.07.2020 14:52:35, поток 0] [DEBUG] Сменили прокси.
[25.07.2020 14:52:35, поток 0] [DEBUG] Сменили аккаунт.
[25.07.2020 14:52:35, поток 0] Парсим куки...
[25.07.2020 14:52:45, поток 0] (Ошибка) Текст ошибки: xNet.HttpException: Не удалось установить SSL-соединение с HTTP-сервером 'www.instagram.com'. ---> System.IO.IOException: Аутентификация не пройдена из-за закрытия транспортного потока удаленной стороной.
   в System.Net.Security.SslState.StartReadFrame(Byte[] buffer, Int32 readBytes, AsyncProtocolRequest asyncRequest)
   в System.Net.Security.SslState.StartReceiveBlob(Byte[] buffer, AsyncProtocolRequest asyncRequest)
   в System.Net.Security.SslState.CheckCompletionBeforeNextReceive(ProtocolToken message, AsyncProtocolRequest asyncRequest)
   в System.Net.Security.SslState.StartSendBlob(Byte[] incoming, Int32 count, AsyncProtocolRequest asyncRequest)
   в System.Net.Security.SslState.ForceAuthentication(Boolean receiveFirst, Byte[] buffer, AsyncProtocolRequest asyncRequest)
   в System.Net.Security.SslState.ProcessAuthentication(LazyAsyncResult lazyResult)
   в System.Net.Security.SslStream.AuthenticateAsClient(String targetHost, X509CertificateCollection clientCertificates, SslProtocols enabledSslProtocols, Boolean checkCertificateRevocation)
   в System.Net.Security.SslStream.AuthenticateAsClient(String targetHost)
   в xNet.HttpRequest.CreateConnection(Uri address)
   --- Конец трассировки внутреннего стека исключений ---
   в xNet.HttpRequest.CreateConnection(Uri address)
   в xNet.HttpRequest.TryCreateConnectionOrUseExisting(Uri address, Uri previousAddress)
   в xNet.HttpRequest.Request(HttpMethod method, Uri address, HttpContent content)
   в xNet.HttpRequest.Raw(HttpMethod method, Uri address, HttpContent content)
   в xNet.HttpRequest.Raw(HttpMethod method, String address, HttpContent content)
   в InstaDirectMessage_ButDev.InstagramFollowersParser.GetCookie() в D:\MaXiMAA\MaXiMAAOld\C#Готово\KWORK\InstaDirectMessage_ButDev\InstaDirectMessage_ButDev\InstagramFollowersParser.cs:строка 200
[25.07.2020 14:52:45, поток 0] [DEBUG] Сменили прокси.
[25.07.2020 14:52:45, поток 0] [DEBUG] Сменили аккаунт.
[25.07.2020 15:04:51, поток 0] Парсим куки...
[25.07.2020 15:04:52, поток 0] (Ошибка) Текст ошибки: xNet.HttpException: Не удалось соединиться с HTTP-сервером 'www.instagram.com'. ---> xNet.ProxyException: Получен ошибочный ответ от прокси-сервера '84.54.17.254:30010'.
   в xNet.HttpProxyClient.ReceiveResponse(NetworkStream nStream)
   в xNet.HttpProxyClient.CreateConnection(String destinationHost, Int32 destinationPort, TcpClient tcpClient)
